Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber,EventName,Season
0 days 00:53:54.340000,VER,1,0 days 00:01:37.787000,11.0,4.0,,0 days 00:53:52.588000,0 days 00:00:28.759000,0 days 00:00:39.048000,0 days 00:00:29.980000,0 days 00:52:45.312000,0 days 00:53:24.360000,0 days 00:53:54.340000,240.0,207.0,,321.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:52:16.553000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:03:53.741000,VER,1,,12.0,5.0,0 days 01:02:05.966000,,,0 days 00:00:47.589000,0 days 00:00:24.603000,,0 days 01:03:29.229000,0 days 01:03:53.889000,212.0,214.0,289.0,171.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:53:54.340000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:05:23.162000,VER,1,0 days 00:01:29.421000,13.0,5.0,,,0 days 00:00:28.686000,0 days 00:00:38.361000,0 days 00:00:22.374000,0 days 01:04:22.427000,0 days 01:05:00.788000,0 days 01:05:23.162000,241.0,272.0,286.0,320.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:03:53.741000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 01:07:15.907000,VER,1,0 days 00:01:52.745000,14.0,5.0,,0 days 01:07:14.256000,0 days 00:00:33.465000,0 days 00:00:48.172000,0 days 00:00:31.108000,0 days 01:05:56.627000,0 days 01:06:44.799000,0 days 01:07:15.907000,208.0,200.0,,217.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:05:23.162000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:12:34.125000,VER,1,,15.0,6.0,0 days 01:10:42.410000,,,0 days 00:00:46.277000,0 days 00:00:32.772000,,0 days 01:12:01.357000,0 days 01:12:35.939000,229.0,241.0,292.0,173.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:07:15.907000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:14:03.304000,VER,1,0 days 00:01:29.179000,16.0,6.0,,,0 days 00:00:28.535000,0 days 00:00:38.269000,0 days 00:00:22.375000,0 days 01:13:02.660000,0 days 01:13:40.929000,0 days 01:14:03.304000,242.0,271.0,288.0,320.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:12:34.125000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 01:16:02.987000,VER,1,0 days 00:01:59.683000,17.0,6.0,,0 days 01:16:00.132000,0 days 00:00:36.239000,0 days 00:00:46.101000,0 days 00:00:37.343000,0 days 01:14:39.543000,0 days 01:15:25.644000,0 days 01:16:02.987000,214.0,174.0,,202.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:14:03.304000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:15:36.837000,LEC,16,,1.0,1.0,0 days 00:13:41.044000,,,0 days 00:00:45.475000,0 days 00:00:27.582000,,0 days 00:15:09.266000,0 days 00:15:37.019000,219.0,240.0,285.0,73.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:13:41.044000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:17:08.097000,LEC,16,0 days 00:01:31.260000,2.0,1.0,,,0 days 00:00:29.522000,0 days 00:00:39.009000,0 days 00:00:22.729000,0 days 00:16:06.359000,0 days 00:16:45.368000,0 days 00:17:08.097000,240.0,273.0,283.0,313.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:15:36.837000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:19:00.023000,LEC,16,0 days 00:01:51.926000,3.0,1.0,,0 days 00:18:58.523000,0 days 00:00:35.914000,0 days 00:00:47.096000,0 days 00:00:28.916000,0 days 00:17:44.011000,0 days 00:18:31.107000,0 days 00:19:00.023000,177.0,220.0,,235.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:17:08.097000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:23:16.225000,LEC,16,,4.0,2.0,0 days 00:21:11.035000,,,0 days 00:00:48.770000,0 days 00:00:25.253000,,0 days 00:22:50.972000,0 days 00:23:16.566000,192.0,214.0,287.0,63.0,False,SOFT,1.0,True,Ferrari,0 days 00:19:00.023000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:24:46.468000,LEC,16,0 days 00:01:30.243000,5.0,2.0,,,0 days 00:00:29.067000,0 days 00:00:38.589000,0 days 00:00:22.587000,0 days 00:23:45.292000,0 days 00:24:23.881000,0 days 00:24:46.468000,243.0,272.0,286.0,316.0,True,SOFT,2.0,True,Ferrari,0 days 00:23:16.225000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:26:35.006000,LEC,16,0 days 00:01:48.538000,6.0,2.0,,0 days 00:26:33.322000,0 days 00:00:34.753000,0 days 00:00:45.574000,0 days 00:00:28.211000,0 days 00:25:21.221000,0 days 00:26:06.795000,0 days 00:26:35.006000,211.0,226.0,,263.0,False,SOFT,3.0,True,Ferrari,0 days 00:24:46.468000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:31:10.595000,LEC,16,,7.0,3.0,0 days 00:29:02.879000,0 days 00:31:08.803000,,0 days 00:00:48.255000,0 days 00:00:36.810000,,0 days 00:30:33.785000,0 days 00:31:10.674000,222.0,128.0,,66.0,False,SOFT,1.0,True,Ferrari,0 days 00:26:35.006000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:43:27.187000,LEC,16,,8.0,4.0,0 days 00:41:13.333000,,,0 days 00:00:45.134000,0 days 00:00:26.521000,,0 days 00:43:00.787000,0 days 00:43:27.187000,219.0,231.0,286.0,43.0,False,SOFT,4.0,False,Ferrari,0 days 00:31:10.595000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:44:57.281000,LEC,16,0 days 00:01:30.094000,9.0,4.0,,,0 days 00:00:29.014000,0 days 00:00:38.507000,0 days 00:00:22.573000,0 days 00:43:56.201000,0 days 00:44:34.708000,0 days 00:44:57.281000,242.0,273.0,287.0,316.0,True,SOFT,5.0,False,Ferrari,0 days 00:43:27.187000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:46:44.511000,LEC,16,0 days 00:01:47.230000,10.0,4.0,,0 days 00:46:42.798000,0 days 00:00:33.625000,0 days 00:00:45.185000,0 days 00:00:28.420000,0 days 00:45:30.906000,0 days 00:46:16.091000,0 days 00:46:44.511000,217.0,229.0,,251.0,False,SOFT,6.0,False,Ferrari,0 days 00:44:57.281000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:52:03.177000,LEC,16,,11.0,5.0,0 days 00:49:52.962000,,,0 days 00:00:45.592000,0 days 00:00:24.639000,,0 days 00:51:38.538000,0 days 00:52:03.338000,220.0,232.0,287.0,38.0,False,SOFT,1.0,True,Ferrari,0 days 00:46:44.511000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:53:32.342000,LEC,16,0 days 00:01:29.165000,12.0,5.0,,,0 days 00:00:28.843000,0 days 00:00:38.059000,0 days 00:00:22.263000,0 days 00:52:32.020000,0 days 00:53:10.079000,0 days 00:53:32.342000,243.0,274.0,288.0,317.0,True,SOFT,2.0,True,Ferrari,0 days 00:52:03.177000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:55:34.947000,LEC,16,0 days 00:02:02.605000,13.0,5.0,,0 days 00:55:33.277000,0 days 00:00:41.811000,0 days 00:00:49.624000,0 days 00:00:31.170000,0 days 00:54:14.153000,0 days 00:55:03.777000,0 days 00:55:34.947000,186.0,209.0,,184.0,False,SOFT,3.0,True,Ferrari,0 days 00:53:32.342000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:04:37.320000,LEC,16,,14.0,6.0,0 days 01:02:43.837000,,,0 days 00:00:45.904000,0 days 00:00:27.873000,,0 days 01:04:09.447000,0 days 01:04:37.374000,219.0,235.0,288.0,97.0,False,SOFT,2.0,False,Ferrari,0 days 00:55:34.947000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:06:06.800000,LEC,16,0 days 00:01:29.480000,15.0,6.0,,,0 days 00:00:28.863000,0 days 00:00:38.344000,0 days 00:00:22.273000,0 days 01:05:06.183000,0 days 01:05:44.527000,0 days 01:06:06.800000,243.0,273.0,288.0,317.0,True,SOFT,3.0,False,Ferrari,0 days 01:04:37.320000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 01:07:58.490000,LEC,16,0 days 00:01:51.690000,16.0,6.0,,0 days 01:07:56.760000,0 days 00:00:34.342000,0 days 00:00:48.300000,0 days 00:00:29.048000,0 days 01:06:41.142000,0 days 01:07:29.442000,0 days 01:07:58.490000,195.0,196.0,,241.0,False,SOFT,4.0,False,Ferrari,0 days 01:06:06.800000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:12:48.852000,LEC,16,,17.0,7.0,0 days 01:10:53.342000,,,0 days 00:00:48.935000,0 days 00:00:24.126000,,0 days 01:12:24.814000,0 days 01:12:49.118000,218.0,238.0,288.0,75.0,False,SOFT,1.0,True,Ferrari,0 days 01:07:58.490000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:14:18.259000,LEC,16,0 days 00:01:29.407000,18.0,7.0,,,0 days 00:00:28.762000,0 days 00:00:38.276000,0 days 00:00:22.369000,0 days 01:13:17.614000,0 days 01:13:55.890000,0 days 01:14:18.259000,242.0,273.0,287.0,316.0,True,SOFT,2.0,True,Ferrari,0 days 01:12:48.852000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 01:16:19.607000,LEC,16,0 days 00:02:01.348000,19.0,7.0,,0 days 01:16:16.156000,0 days 00:00:36.260000,0 days 00:00:50.534000,0 days 00:00:34.554000,0 days 01:14:54.519000,0 days 01:15:45.053000,0 days 01:16:19.607000,181.0,189.0,,232.0,False,SOFT,3.0,True,Ferrari,0 days 01:14:18.259000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:22:30.357000,RUS,63,,1.0,1.0,0 days 00:20:18.012000,,,0 days 00:00:45.788000,0 days 00:00:25.669000,,0 days 00:22:04.772000,0 days 00:22:30.375000,134.0,242.0,288.0,57.0,False,SOFT,1.0,True,Mercedes,0 days 00:20:18.012000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:24:00.707000,RUS,63,0 days 00:01:30.350000,2.0,1.0,,,0 days 00:00:29.102000,0 days 00:00:38.727000,0 days 00:00:22.521000,0 days 00:22:59.459000,0 days 00:23:38.186000,0 days 00:24:00.707000,242.0,269.0,286.0,311.0,True,SOFT,2.0,True,Mercedes,0 days 00:22:30.357000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:26:05.427000,RUS,63,0 days 00:02:04.720000,3.0,1.0,,0 days 00:26:03.705000,0 days 00:00:37.691000,0 days 00:00:56.706000,0 days 00:00:30.323000,0 days 00:24:38.398000,0 days 00:25:35.104000,0 days 00:26:05.427000,179.0,159.0,,226.0,False,SOFT,3.0,True,Mercedes,0 days 00:24:00.707000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:30:53.691000,RUS,63,,4.0,2.0,0 days 00:28:38.660000,,,0 days 00:00:54.988000,0 days 00:00:25.900000,,0 days 00:30:27.791000,0 days 00:30:53.896000,187.0,187.0,287.0,70.0,False,SOFT,4.0,False,Mercedes,0 days 00:26:05.427000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:33:03.658000,RUS,63,0 days 00:02:09.967000,5.0,2.0,,0 days 00:33:01.938000,0 days 00:00:32.611000,0 days 00:01:02.636000,0 days 00:00:34.720000,0 days 00:31:26.302000,0 days 00:32:28.938000,0 days 00:33:03.658000,126.0,175.0,,312.0,False,SOFT,5.0,False,Mercedes,0 days 00:30:53.691000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:43:58.843000,RUS,63,,6.0,3.0,0 days 00:42:09.968000,,,0 days 00:00:48.233000,0 days 00:00:24.479000,,0 days 00:43:34.646000,0 days 00:43:58.984000,220.0,224.0,285.0,161.0,False,SOFT,6.0,False,Mercedes,0 days 00:33:03.658000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:45:29.541000,RUS,63,0 days 00:01:30.698000,7.0,3.0,,,0 days 00:00:29.246000,0 days 00:00:38.861000,0 days 00:00:22.591000,0 days 00:44:28.089000,0 days 00:45:06.950000,0 days 00:45:29.541000,240.0,269.0,285.0,314.0,True,SOFT,7.0,False,Mercedes,0 days 00:43:58.843000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:47:16.566000,RUS,63,0 days 00:01:47.025000,8.0,3.0,,0 days 00:47:14.818000,0 days 00:00:33.930000,0 days 00:00:44.906000,0 days 00:00:28.189000,0 days 00:46:03.471000,0 days 00:46:48.377000,0 days 00:47:16.566000,218.0,225.0,,252.0,False,SOFT,8.0,False,Mercedes,0 days 00:45:29.541000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:52:48.630000,RUS,63,,9.0,4.0,0 days 00:51:02.181000,,,0 days 00:00:47.078000,0 days 00:00:25.916000,,0 days 00:52:22.722000,0 days 00:52:48.761000,224.0,223.0,288.0,186.0,False,SOFT,1.0,True,Mercedes,0 days 00:47:16.566000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:54:18.552000,RUS,63,0 days 00:01:29.922000,10.0,4.0,,,0 days 00:00:28.954000,0 days 00:00:38.610000,0 days 00:00:22.358000,0 days 00:53:17.584000,0 days 00:53:56.194000,0 days 00:54:18.552000,242.0,270.0,286.0,316.0,True,SOFT,2.0,True,Mercedes,0 days 00:52:48.630000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:56:25.073000,RUS,63,0 days 00:02:06.521000,11.0,4.0,,0 days 00:56:23.333000,0 days 00:00:41.213000,0 days 00:00:54.698000,0 days 00:00:30.610000,0 days 00:54:59.765000,0 days 00:55:54.463000,0 days 00:56:25.073000,160.0,167.0,,141.0,False,SOFT,3.0,True,Mercedes,0 days 00:54:18.552000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:03:42.915000,RUS,63,,12.0,5.0,0 days 01:01:57.461000,,,0 days 00:00:47.574000,0 days 00:00:24.362000,,0 days 01:03:18.635000,0 days 01:03:42.970000,221.0,214.0,287.0,163.0,False,SOFT,1.0,True,Mercedes,0 days 00:56:25.073000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:05:12.518000,RUS,63,0 days 00:01:29.603000,13.0,5.0,,,0 days 00:00:28.800000,0 days 00:00:38.503000,0 days 00:00:22.300000,0 days 01:04:11.715000,0 days 01:04:50.218000,0 days 01:05:12.518000,243.0,271.0,287.0,316.0,True,SOFT,2.0,True,Mercedes,0 days 01:03:42.915000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 01:07:17.948000,RUS,63,0 days 00:02:05.430000,14.0,5.0,,0 days 01:07:16.211000,0 days 00:00:41.092000,0 days 00:00:52.716000,0 days 00:00:31.622000,0 days 01:05:53.610000,0 days 01:06:46.326000,0 days 01:07:17.948000,162.0,170.0,,161.0,False,SOFT,3.0,True,Mercedes,0 days 01:05:12.518000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:12:18.013000,RUS,63,,15.0,6.0,0 days 01:10:22.992000,,,0 days 00:00:53.496000,0 days 00:00:25.689000,,0 days 01:11:52.378000,0 days 01:12:18.448000,192.0,166.0,285.0,158.0,False,SOFT,1.0,True,Mercedes,0 days 01:07:17.948000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:13:47.498000,RUS,63,0 days 00:01:29.485000,16.0,6.0,,,0 days 00:00:28.800000,0 days 00:00:38.421000,0 days 00:00:22.264000,0 days 01:12:46.813000,0 days 01:13:25.234000,0 days 01:13:47.498000,243.0,271.0,286.0,311.0,True,SOFT,2.0,True,Mercedes,0 days 01:12:18.013000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 01:15:56.772000,RUS,63,0 days 00:02:09.274000,17.0,6.0,,0 days 01:15:53.668000,0 days 00:00:40.797000,0 days 00:00:52.497000,0 days 00:00:35.980000,0 days 01:14:28.295000,0 days 01:15:20.792000,0 days 01:15:56.772000,178.0,173.0,,152.0,False,SOFT,3.0,True,Mercedes,0 days 01:13:47.498000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:15:27.765000,SAI,55,,1.0,1.0,0 days 00:13:35.553000,,,0 days 00:00:47.556000,0 days 00:00:25.067000,,0 days 00:15:02.698000,0 days 00:15:28.005000,210.0,231.0,284.0,102.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:13:35.553000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:16:58.973000,SAI,55,0 days 00:01:31.208000,2.0,1.0,,,0 days 00:00:29.760000,0 days 00:00:38.878000,0 days 00:00:22.570000,0 days 00:15:57.525000,0 days 00:16:36.403000,0 days 00:16:58.973000,238.0,273.0,284.0,311.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:15:27.765000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:18:58.535000,SAI,55,0 days 00:01:59.562000,3.0,1.0,,0 days 00:18:54.679000,0 days 00:00:39.616000,0 days 00:00:47.992000,0 days 00:00:31.954000,0 days 00:17:38.589000,0 days 00:18:26.581000,0 days 00:18:58.535000,182.0,190.0,,167.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:16:58.973000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:23:36.801000,SAI,55,,4.0,2.0,0 days 00:21:23.836000,,,0 days 00:00:54.987000,0 days 00:00:27.330000,,0 days 00:23:09.691000,0 days 00:23:37.082000,195.0,201.0,287.0,40.0,False,SOFT,1.0,True,Ferrari,0 days 00:18:58.535000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:25:06.710000,SAI,55,0 days 00:01:29.909000,5.0,2.0,,,0 days 00:00:29.008000,0 days 00:00:38.409000,0 days 00:00:22.492000,0 days 00:24:05.809000,0 days 00:24:44.218000,0 days 00:25:06.710000,242.0,273.0,284.0,314.0,True,SOFT,2.0,True,Ferrari,0 days 00:23:36.801000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:26:55.167000,SAI,55,0 days 00:01:48.457000,6.0,2.0,,0 days 00:26:53.466000,0 days 00:00:34.862000,0 days 00:00:44.860000,0 days 00:00:28.735000,0 days 00:25:41.572000,0 days 00:26:26.432000,0 days 00:26:55.167000,203.0,215.0,,229.0,False,SOFT,3.0,True,Ferrari,0 days 00:25:06.710000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:43:15.575000,SAI,55,,7.0,3.0,0 days 00:41:06.894000,,,0 days 00:00:46.242000,0 days 00:00:25.436000,,0 days 00:42:50.232000,0 days 00:43:15.575000,204.0,231.0,287.0,56.0,False,SOFT,4.0,False,Ferrari,0 days 00:26:55.167000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:44:46,SAI,55,0 days 00:01:30.425000,8.0,3.0,,,0 days 00:00:29.068000,0 days 00:00:38.827000,0 days 00:00:22.530000,0 days 00:43:44.643000,0 days 00:44:23.470000,0 days 00:44:46,242.0,273.0,287.0,317.0,True,SOFT,5.0,False,Ferrari,0 days 00:43:15.575000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:46:34.846000,SAI,55,0 days 00:01:48.846000,9.0,3.0,,0 days 00:46:32.933000,0 days 00:00:35.563000,0 days 00:00:44.951000,0 days 00:00:28.332000,0 days 00:45:21.563000,0 days 00:46:06.514000,0 days 00:46:34.846000,199.0,219.0,,230.0,False,SOFT,6.0,False,Ferrari,0 days 00:44:46,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:51:34.670000,SAI,55,,10.0,4.0,0 days 00:49:38.083000,,,0 days 00:00:49.607000,0 days 00:00:26.368000,,0 days 00:51:08.355000,0 days 00:51:34.933000,198.0,198.0,287.0,128.0,False,SOFT,1.0,True,Ferrari,0 days 00:46:34.846000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 00:53:04.243000,SAI,55,0 days 00:01:29.573000,11.0,4.0,,,0 days 00:00:28.890000,0 days 00:00:38.346000,0 days 00:00:22.337000,0 days 00:52:03.560000,0 days 00:52:41.906000,0 days 00:53:04.243000,242.0,273.0,288.0,316.0,True,SOFT,2.0,True,Ferrari,0 days 00:51:34.670000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 00:54:56.690000,SAI,55,0 days 00:01:52.447000,12.0,4.0,,0 days 00:54:54.854000,0 days 00:00:35.913000,0 days 00:00:46.710000,0 days 00:00:29.824000,0 days 00:53:40.156000,0 days 00:54:26.866000,0 days 00:54:56.690000,188.0,210.0,,211.0,False,SOFT,3.0,True,Ferrari,0 days 00:53:04.243000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:04:28.336000,SAI,55,,13.0,5.0,0 days 01:02:33.313000,,,0 days 00:00:50.338000,0 days 00:00:25.832000,,0 days 01:04:02.618000,0 days 01:04:28.427000,187.0,211.0,287.0,133.0,False,SOFT,1.0,True,Ferrari,0 days 00:54:56.690000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:05:57.944000,SAI,55,0 days 00:01:29.608000,14.0,5.0,,,0 days 00:00:28.851000,0 days 00:00:38.404000,0 days 00:00:22.353000,0 days 01:04:57.187000,0 days 01:05:35.591000,0 days 01:05:57.944000,242.0,273.0,285.0,315.0,True,SOFT,2.0,True,Ferrari,0 days 01:04:28.336000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 01:07:53.180000,SAI,55,0 days 00:01:55.236000,15.0,5.0,,0 days 01:07:51.412000,0 days 00:00:38.689000,0 days 00:00:48.202000,0 days 00:00:28.345000,0 days 01:06:36.633000,0 days 01:07:24.835000,0 days 01:07:53.180000,186.0,206.0,,199.0,False,SOFT,3.0,True,Ferrari,0 days 01:05:57.944000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:12:56.779000,SAI,55,,16.0,6.0,0 days 01:11:00.478000,,,0 days 00:00:49.508000,0 days 00:00:28.162000,,0 days 01:12:28.738000,0 days 01:12:57.125000,208.0,216.0,292.0,100.0,False,SOFT,1.0,True,Ferrari,0 days 01:07:53.180000,,1,,,,False,False,1,Bahrain Grand Prix,2024
0 days 01:14:26.286000,SAI,55,0 days 00:01:29.507000,17.0,6.0,,,0 days 00:00:28.850000,0 days 00:00:38.298000,0 days 00:00:22.359000,0 days 01:13:25.629000,0 days 01:14:03.927000,0 days 01:14:26.286000,242.0,273.0,284.0,320.0,True,SOFT,2.0,True,Ferrari,0 days 01:12:56.779000,,1,,,,False,True,1,Bahrain Grand Prix,2024
0 days 01:16:25.835000,SAI,55,,18.0,6.0,,0 days 01:16:25.835000,0 days 00:00:39.684000,0 days 00:00:48.776000,,0 days 01:15:06.151000,0 days 01:15:54.889000,,186.0,190.0,,164.0,False,SOFT,3.0,True,Ferrari,0 days 01:14:26.286000,,1,,,,False,False,1,Bahrain Grand Prix,2024
